,Task#,Seed,Gravity,Length,Force_mag,Episode,Score
90,0,0,1,9.8,10.0,90,89.33333333333333
91,0,0,1,9.8,10.0,91,54.0
92,0,0,1,9.8,10.0,92,32.666666666666664
93,0,0,1,9.8,10.0,93,42.666666666666664
94,0,0,1,9.8,10.0,94,39.0
95,0,0,1,9.8,10.0,95,29.0
96,0,0,1,9.8,10.0,96,22.333333333333332
97,0,0,1,9.8,10.0,97,38.666666666666664
98,0,0,1,9.8,10.0,98,24.0
99,0,0,1,9.8,10.0,99,44.0
100,0,0,1,9.8,10.0,100,29.0
101,0,0,1,9.8,10.0,101,33.333333333333336
102,0,0,1,9.8,10.0,102,37.0
103,0,0,1,9.8,10.0,103,36.0
104,0,0,1,9.8,10.0,104,27.333333333333332
105,0,0,1,9.8,10.0,105,53.666666666666664
106,0,0,1,9.8,10.0,106,40.666666666666664
107,0,0,1,9.8,10.0,107,55.666666666666664
108,0,0,1,9.8,10.0,108,45.333333333333336
109,0,0,1,9.8,10.0,109,47.666666666666664
110,0,0,1,9.8,10.0,110,33.333333333333336
111,0,0,1,9.8,10.0,111,73.66666666666667
112,0,0,1,9.8,10.0,112,29.333333333333332
113,0,0,1,9.8,10.0,113,40.0
114,0,0,1,9.8,10.0,114,64.66666666666667
115,0,0,1,9.8,10.0,115,44.0
116,0,0,1,9.8,10.0,116,43.666666666666664
117,0,0,1,9.8,10.0,117,40.333333333333336
118,0,0,1,9.8,10.0,118,40.0
119,0,0,1,9.8,10.0,119,38.333333333333336
120,0,0,1,9.8,10.0,120,37.333333333333336
121,0,0,1,9.8,10.0,121,37.666666666666664
122,0,0,1,9.8,10.0,122,52.0
123,0,0,1,9.8,10.0,123,35.0
124,0,0,1,9.8,10.0,124,56.0
125,0,0,1,9.8,10.0,125,57.0
126,0,0,1,9.8,10.0,126,48.333333333333336
127,0,0,1,9.8,10.0,127,55.333333333333336
128,0,0,1,9.8,10.0,128,38.333333333333336
129,0,0,1,9.8,10.0,129,46.666666666666664
130,0,0,1,9.8,10.0,130,37.333333333333336
131,0,0,1,9.8,10.0,131,53.333333333333336
132,0,0,1,9.8,10.0,132,37.666666666666664
133,0,0,1,9.8,10.0,133,30.333333333333332
134,0,0,1,9.8,10.0,134,38.333333333333336
135,0,0,1,9.8,10.0,135,52.0
136,0,0,1,9.8,10.0,136,51.0
137,0,0,1,9.8,10.0,137,39.0
138,0,0,1,9.8,10.0,138,48.333333333333336
139,0,0,1,9.8,10.0,139,37.333333333333336
140,0,0,1,9.8,10.0,140,34.333333333333336
141,0,0,1,9.8,10.0,141,31.666666666666668
142,0,0,1,9.8,10.0,142,34.0
143,0,0,1,9.8,10.0,143,76.66666666666667
144,0,0,1,9.8,10.0,144,47.0
145,0,0,1,9.8,10.0,145,67.0
146,0,0,1,9.8,10.0,146,47.333333333333336
147,0,0,1,9.8,10.0,147,40.666666666666664
148,0,0,1,9.8,10.0,148,62.333333333333336
149,0,0,1,9.8,10.0,149,38.0
150,0,0,1,9.8,10.0,150,58.333333333333336
151,0,0,1,9.8,10.0,151,36.333333333333336
152,0,0,1,9.8,10.0,152,38.666666666666664
153,0,0,1,9.8,10.0,153,31.333333333333332
154,0,0,1,9.8,10.0,154,43.0
155,0,0,1,9.8,10.0,155,97.66666666666667
156,0,0,1,9.8,10.0,156,67.33333333333333
157,0,0,1,9.8,10.0,157,51.0
158,0,0,1,9.8,10.0,158,40.666666666666664
159,0,0,1,9.8,10.0,159,36.333333333333336
160,0,0,1,9.8,10.0,160,46.0
161,0,0,1,9.8,10.0,161,48.0
162,0,0,1,9.8,10.0,162,51.666666666666664
163,0,0,1,9.8,10.0,163,63.0
164,0,0,1,9.8,10.0,164,80.66666666666667
165,0,0,1,9.8,10.0,165,78.0
166,0,0,1,9.8,10.0,166,58.0
167,0,0,1,9.8,10.0,167,87.66666666666667
168,0,0,1,9.8,10.0,168,50.0
169,0,0,1,9.8,10.0,169,70.33333333333333
170,0,0,1,9.8,10.0,170,75.33333333333333
171,0,0,1,9.8,10.0,171,43.666666666666664
172,0,0,1,9.8,10.0,172,44.333333333333336
173,0,0,1,9.8,10.0,173,50.0
174,0,0,1,9.8,10.0,174,55.0
175,0,0,1,9.8,10.0,175,82.66666666666667
176,0,0,1,9.8,10.0,176,49.333333333333336
177,0,0,1,9.8,10.0,177,43.0
178,0,0,1,9.8,10.0,178,42.333333333333336
179,0,0,1,9.8,10.0,179,46.0
180,0,0,1,9.8,10.0,180,46.333333333333336
181,0,0,1,9.8,10.0,181,41.666666666666664
182,0,0,1,9.8,10.0,182,72.33333333333333
183,0,0,1,9.8,10.0,183,57.666666666666664
184,0,0,1,9.8,10.0,184,62.666666666666664
185,0,0,1,9.8,10.0,185,44.0
186,0,0,1,9.8,10.0,186,52.333333333333336
187,0,0,1,9.8,10.0,187,56.0
188,0,0,1,9.8,10.0,188,41.0
189,0,0,1,9.8,10.0,189,40.333333333333336
190,0,0,1,9.8,10.0,190,34.666666666666664
191,0,0,1,9.8,10.0,191,54.0
192,0,0,1,9.8,10.0,192,56.333333333333336
193,0,0,1,9.8,10.0,193,60.0
194,0,0,1,9.8,10.0,194,42.333333333333336
195,0,0,1,9.8,10.0,195,51.0
196,0,0,1,9.8,10.0,196,42.333333333333336
197,0,0,1,9.8,10.0,197,52.333333333333336
198,0,0,1,9.8,10.0,198,63.666666666666664
199,0,0,1,9.8,10.0,199,36.333333333333336
0,1,0,1,1.62,10.0,0,13.0
1,1,0,1,1.62,10.0,1,12.666666666666666
2,1,0,1,1.62,10.0,2,13.333333333333334
3,1,0,1,1.62,10.0,3,13.0
4,1,0,1,1.62,10.0,4,13.0
5,1,0,1,1.62,10.0,5,14.333333333333334
6,1,0,1,1.62,10.0,6,14.333333333333334
7,1,0,1,1.62,10.0,7,13.666666666666666
8,1,0,1,1.62,10.0,8,13.333333333333334
9,1,0,1,1.62,10.0,9,14.0
10,1,0,1,1.62,10.0,10,14.0
11,1,0,1,1.62,10.0,11,14.0
12,1,0,1,1.62,10.0,12,15.666666666666666
13,1,0,1,1.62,10.0,13,15.333333333333334
14,1,0,1,1.62,10.0,14,14.333333333333334
15,1,0,1,1.62,10.0,15,14.333333333333334
16,1,0,1,1.62,10.0,16,14.333333333333334
17,1,0,1,1.62,10.0,17,14.666666666666666
18,1,0,1,1.62,10.0,18,15.333333333333334
19,1,0,1,1.62,10.0,19,13.666666666666666
20,1,0,1,1.62,10.0,20,14.333333333333334
21,1,0,1,1.62,10.0,21,13.0
22,1,0,1,1.62,10.0,22,18.666666666666668
23,1,0,1,1.62,10.0,23,15.666666666666666
24,1,0,1,1.62,10.0,24,19.333333333333332
25,1,0,1,1.62,10.0,25,26.0
26,1,0,1,1.62,10.0,26,47.666666666666664
27,1,0,1,1.62,10.0,27,100.33333333333333
28,1,0,1,1.62,10.0,28,81.66666666666667
29,1,0,1,1.62,10.0,29,45.0
30,1,0,1,1.62,10.0,30,33.0
31,1,0,1,1.62,10.0,31,30.666666666666668
32,1,0,1,1.62,10.0,32,29.0
33,1,0,1,1.62,10.0,33,39.333333333333336
34,1,0,1,1.62,10.0,34,44.333333333333336
35,1,0,1,1.62,10.0,35,47.666666666666664
36,1,0,1,1.62,10.0,36,64.33333333333333
37,1,0,1,1.62,10.0,37,47.666666666666664
38,1,0,1,1.62,10.0,38,57.666666666666664
39,1,0,1,1.62,10.0,39,51.0
40,1,0,1,1.62,10.0,40,59.333333333333336
41,1,0,1,1.62,10.0,41,58.0
42,1,0,1,1.62,10.0,42,62.333333333333336
43,1,0,1,1.62,10.0,43,72.0
44,1,0,1,1.62,10.0,44,35.666666666666664
45,1,0,1,1.62,10.0,45,68.66666666666667
46,1,0,1,1.62,10.0,46,46.0
47,1,0,1,1.62,10.0,47,49.0
48,1,0,1,1.62,10.0,48,67.66666666666667
49,1,0,1,1.62,10.0,49,71.33333333333333
50,1,0,1,1.62,10.0,50,78.66666666666667
51,1,0,1,1.62,10.0,51,72.66666666666667
52,1,0,1,1.62,10.0,52,61.333333333333336
53,1,0,1,1.62,10.0,53,123.0
54,1,0,1,1.62,10.0,54,76.66666666666667
55,1,0,1,1.62,10.0,55,82.0
56,1,0,1,1.62,10.0,56,64.66666666666667
57,1,0,1,1.62,10.0,57,59.333333333333336
58,1,0,1,1.62,10.0,58,88.66666666666667
59,1,0,1,1.62,10.0,59,114.0
60,1,0,1,1.62,10.0,60,56.333333333333336
61,1,0,1,1.62,10.0,61,80.33333333333333
62,1,0,1,1.62,10.0,62,133.0
63,1,0,1,1.62,10.0,63,127.0
64,1,0,1,1.62,10.0,64,120.66666666666667
65,1,0,1,1.62,10.0,65,68.66666666666667
66,1,0,1,1.62,10.0,66,54.0
67,1,0,1,1.62,10.0,67,77.0
68,1,0,1,1.62,10.0,68,114.33333333333333
69,1,0,1,1.62,10.0,69,90.33333333333333
70,1,0,1,1.62,10.0,70,52.333333333333336
71,1,0,1,1.62,10.0,71,81.33333333333333
72,1,0,1,1.62,10.0,72,81.66666666666667
73,1,0,1,1.62,10.0,73,81.66666666666667
74,1,0,1,1.62,10.0,74,137.66666666666666
75,1,0,1,1.62,10.0,75,51.333333333333336
76,1,0,1,1.62,10.0,76,63.333333333333336
77,1,0,1,1.62,10.0,77,63.666666666666664
78,1,0,1,1.62,10.0,78,40.666666666666664
79,1,0,1,1.62,10.0,79,91.0
80,1,0,1,1.62,10.0,80,57.0
81,1,0,1,1.62,10.0,81,164.66666666666666
82,1,0,1,1.62,10.0,82,117.0
83,1,0,1,1.62,10.0,83,73.0
84,1,0,1,1.62,10.0,84,84.66666666666667
85,1,0,1,1.62,10.0,85,47.666666666666664
86,1,0,1,1.62,10.0,86,107.66666666666667
87,1,0,1,1.62,10.0,87,82.0
88,1,0,1,1.62,10.0,88,99.0
89,1,0,1,1.62,10.0,89,127.33333333333333
90,1,0,1,1.62,10.0,90,139.33333333333334
91,1,0,1,1.62,10.0,91,96.0
92,1,0,1,1.62,10.0,92,115.66666666666667
93,1,0,1,1.62,10.0,93,87.0
94,1,0,1,1.62,10.0,94,82.66666666666667
95,1,0,1,1.62,10.0,95,120.0
96,1,0,1,1.62,10.0,96,141.33333333333334
97,1,0,1,1.62,10.0,97,122.0
98,1,0,1,1.62,10.0,98,160.33333333333334
99,1,0,1,1.62,10.0,99,172.33333333333334
100,1,0,1,1.62,10.0,100,84.0
101,1,0,1,1.62,10.0,101,147.33333333333334
102,1,0,1,1.62,10.0,102,99.33333333333333
103,1,0,1,1.62,10.0,103,122.0
104,1,0,1,1.62,10.0,104,141.0
105,1,0,1,1.62,10.0,105,154.33333333333334
106,1,0,1,1.62,10.0,106,136.0
107,1,0,1,1.62,10.0,107,130.33333333333334
108,1,0,1,1.62,10.0,108,171.66666666666666
109,1,0,1,1.62,10.0,109,120.33333333333333
110,1,0,1,1.62,10.0,110,96.0
111,1,0,1,1.62,10.0,111,158.0
112,1,0,1,1.62,10.0,112,139.33333333333334
113,1,0,1,1.62,10.0,113,142.33333333333334
114,1,0,1,1.62,10.0,114,154.33333333333334
115,1,0,1,1.62,10.0,115,155.33333333333334
116,1,0,1,1.62,10.0,116,121.33333333333333
117,1,0,1,1.62,10.0,117,217.66666666666666
118,1,0,1,1.62,10.0,118,248.66666666666666
119,1,0,1,1.62,10.0,119,185.66666666666666
120,1,0,1,1.62,10.0,120,181.0
121,1,0,1,1.62,10.0,121,195.33333333333334
122,1,0,1,1.62,10.0,122,215.66666666666666
123,1,0,1,1.62,10.0,123,173.66666666666666
124,1,0,1,1.62,10.0,124,130.0
125,1,0,1,1.62,10.0,125,143.33333333333334
126,1,0,1,1.62,10.0,126,213.66666666666666
127,1,0,1,1.62,10.0,127,162.0
128,1,0,1,1.62,10.0,128,104.0
129,1,0,1,1.62,10.0,129,134.66666666666666
130,1,0,1,1.62,10.0,130,159.0
131,1,0,1,1.62,10.0,131,156.33333333333334
132,1,0,1,1.62,10.0,132,128.0
133,1,0,1,1.62,10.0,133,186.66666666666666
134,1,0,1,1.62,10.0,134,201.0
135,1,0,1,1.62,10.0,135,289.6666666666667
136,1,0,1,1.62,10.0,136,182.66666666666666
137,1,0,1,1.62,10.0,137,194.33333333333334
138,1,0,1,1.62,10.0,138,224.66666666666666
139,1,0,1,1.62,10.0,139,208.0
140,1,0,1,1.62,10.0,140,179.66666666666666
141,1,0,1,1.62,10.0,141,155.66666666666666
142,1,0,1,1.62,10.0,142,169.0
143,1,0,1,1.62,10.0,143,93.0
144,1,0,1,1.62,10.0,144,125.0
145,1,0,1,1.62,10.0,145,253.0
146,1,0,1,1.62,10.0,146,150.66666666666666
147,1,0,1,1.62,10.0,147,131.0
148,1,0,1,1.62,10.0,148,158.66666666666666
149,1,0,1,1.62,10.0,149,242.33333333333334
150,1,0,1,1.62,10.0,150,229.33333333333334
151,1,0,1,1.62,10.0,151,231.66666666666666
152,1,0,1,1.62,10.0,152,193.0
153,1,0,1,1.62,10.0,153,170.0
154,1,0,1,1.62,10.0,154,166.0
155,1,0,1,1.62,10.0,155,161.0
156,1,0,1,1.62,10.0,156,224.66666666666666
157,1,0,1,1.62,10.0,157,247.0
158,1,0,1,1.62,10.0,158,143.0
159,1,0,1,1.62,10.0,159,225.0
160,1,0,1,1.62,10.0,160,198.66666666666666
161,1,0,1,1.62,10.0,161,200.33333333333334
162,1,0,1,1.62,10.0,162,207.0
163,1,0,1,1.62,10.0,163,112.33333333333333
164,1,0,1,1.62,10.0,164,196.66666666666666
165,1,0,1,1.62,10.0,165,160.33333333333334
166,1,0,1,1.62,10.0,166,182.66666666666666
167,1,0,1,1.62,10.0,167,235.66666666666666
168,1,0,1,1.62,10.0,168,200.33333333333334
169,1,0,1,1.62,10.0,169,156.66666666666666
170,1,0,1,1.62,10.0,170,116.0
171,1,0,1,1.62,10.0,171,155.33333333333334
172,1,0,1,1.62,10.0,172,131.33333333333334
173,1,0,1,1.62,10.0,173,176.0
174,1,0,1,1.62,10.0,174,144.33333333333334
175,1,0,1,1.62,10.0,175,123.33333333333333
176,1,0,1,1.62,10.0,176,131.0
177,1,0,1,1.62,10.0,177,143.66666666666666
178,1,0,1,1.62,10.0,178,185.66666666666666
179,1,0,1,1.62,10.0,179,173.66666666666666
180,1,0,1,1.62,10.0,180,246.0
181,1,0,1,1.62,10.0,181,219.66666666666666
182,1,0,1,1.62,10.0,182,167.66666666666666
183,1,0,1,1.62,10.0,183,147.33333333333334
184,1,0,1,1.62,10.0,184,123.33333333333333
185,1,0,1,1.62,10.0,185,188.0
186,1,0,1,1.62,10.0,186,177.33333333333334
187,1,0,1,1.62,10.0,187,208.0
188,1,0,1,1.62,10.0,188,206.33333333333334
189,1,0,1,1.62,10.0,189,184.33333333333334
190,1,0,1,1.62,10.0,190,207.66666666666666
191,1,0,1,1.62,10.0,191,204.66666666666666
192,1,0,1,1.62,10.0,192,141.0
193,1,0,1,1.62,10.0,193,221.33333333333334
194,1,0,1,1.62,10.0,194,184.33333333333334
195,1,0,1,1.62,10.0,195,181.66666666666666
196,1,0,1,1.62,10.0,196,209.0
197,1,0,1,1.62,10.0,197,132.66666666666666
198,1,0,1,1.62,10.0,198,245.0
199,1,0,1,1.62,10.0,199,195.66666666666666
0,2,0,10,9.8,10.0,0,55.333333333333336
1,2,0,10,9.8,10.0,1,49.666666666666664
2,2,0,10,9.8,10.0,2,44.666666666666664
3,2,0,10,9.8,10.0,3,50.0
4,2,0,10,9.8,10.0,4,63.333333333333336
5,2,0,10,9.8,10.0,5,67.0
6,2,0,10,9.8,10.0,6,50.333333333333336
7,2,0,10,9.8,10.0,7,57.666666666666664
8,2,0,10,9.8,10.0,8,58.0
9,2,0,10,9.8,10.0,9,51.0
10,2,0,10,9.8,10.0,10,52.666666666666664
11,2,0,10,9.8,10.0,11,47.0
12,2,0,10,9.8,10.0,12,63.333333333333336
13,2,0,10,9.8,10.0,13,50.0
14,2,0,10,9.8,10.0,14,43.333333333333336
15,2,0,10,9.8,10.0,15,57.666666666666664
16,2,0,10,9.8,10.0,16,71.66666666666667
17,2,0,10,9.8,10.0,17,54.666666666666664
18,2,0,10,9.8,10.0,18,67.66666666666667
19,2,0,10,9.8,10.0,19,71.33333333333333
20,2,0,10,9.8,10.0,20,68.33333333333333
21,2,0,10,9.8,10.0,21,72.33333333333333
22,2,0,10,9.8,10.0,22,79.66666666666667
23,2,0,10,9.8,10.0,23,100.0
24,2,0,10,9.8,10.0,24,73.0
25,2,0,10,9.8,10.0,25,66.66666666666667
26,2,0,10,9.8,10.0,26,87.66666666666667
27,2,0,10,9.8,10.0,27,74.0
28,2,0,10,9.8,10.0,28,76.33333333333333
29,2,0,10,9.8,10.0,29,79.0
30,2,0,10,9.8,10.0,30,59.0
31,2,0,10,9.8,10.0,31,60.666666666666664
32,2,0,10,9.8,10.0,32,95.33333333333333
33,2,0,10,9.8,10.0,33,75.33333333333333
34,2,0,10,9.8,10.0,34,69.66666666666667
35,2,0,10,9.8,10.0,35,109.33333333333333
36,2,0,10,9.8,10.0,36,91.66666666666667
37,2,0,10,9.8,10.0,37,127.33333333333333
38,2,0,10,9.8,10.0,38,86.0
39,2,0,10,9.8,10.0,39,86.33333333333333
40,2,0,10,9.8,10.0,40,120.33333333333333
41,2,0,10,9.8,10.0,41,80.0
42,2,0,10,9.8,10.0,42,99.66666666666667
43,2,0,10,9.8,10.0,43,74.33333333333333
44,2,0,10,9.8,10.0,44,69.0
45,2,0,10,9.8,10.0,45,80.33333333333333
46,2,0,10,9.8,10.0,46,76.0
47,2,0,10,9.8,10.0,47,81.0
48,2,0,10,9.8,10.0,48,67.0
49,2,0,10,9.8,10.0,49,86.0
50,2,0,10,9.8,10.0,50,76.0
51,2,0,10,9.8,10.0,51,98.66666666666667
52,2,0,10,9.8,10.0,52,100.33333333333333
53,2,0,10,9.8,10.0,53,73.66666666666667
54,2,0,10,9.8,10.0,54,93.66666666666667
55,2,0,10,9.8,10.0,55,77.0
56,2,0,10,9.8,10.0,56,72.0
57,2,0,10,9.8,10.0,57,78.0
58,2,0,10,9.8,10.0,58,70.33333333333333
59,2,0,10,9.8,10.0,59,99.66666666666667
60,2,0,10,9.8,10.0,60,71.66666666666667
61,2,0,10,9.8,10.0,61,70.66666666666667
62,2,0,10,9.8,10.0,62,81.0
63,2,0,10,9.8,10.0,63,72.33333333333333
64,2,0,10,9.8,10.0,64,101.66666666666667
65,2,0,10,9.8,10.0,65,75.0
66,2,0,10,9.8,10.0,66,75.33333333333333
67,2,0,10,9.8,10.0,67,76.66666666666667
68,2,0,10,9.8,10.0,68,84.33333333333333
69,2,0,10,9.8,10.0,69,69.0
70,2,0,10,9.8,10.0,70,77.33333333333333
71,2,0,10,9.8,10.0,71,72.66666666666667
72,2,0,10,9.8,10.0,72,59.333333333333336
73,2,0,10,9.8,10.0,73,102.0
74,2,0,10,9.8,10.0,74,82.66666666666667
75,2,0,10,9.8,10.0,75,110.66666666666667
76,2,0,10,9.8,10.0,76,116.66666666666667
77,2,0,10,9.8,10.0,77,116.66666666666667
78,2,0,10,9.8,10.0,78,86.66666666666667
79,2,0,10,9.8,10.0,79,141.66666666666666
80,2,0,10,9.8,10.0,80,82.33333333333333
81,2,0,10,9.8,10.0,81,125.66666666666667
82,2,0,10,9.8,10.0,82,58.333333333333336
83,2,0,10,9.8,10.0,83,94.66666666666667
84,2,0,10,9.8,10.0,84,111.0
85,2,0,10,9.8,10.0,85,105.0
86,2,0,10,9.8,10.0,86,87.33333333333333
87,2,0,10,9.8,10.0,87,87.33333333333333
88,2,0,10,9.8,10.0,88,67.66666666666667
89,2,0,10,9.8,10.0,89,75.0
90,2,0,10,9.8,10.0,90,89.33333333333333
91,2,0,10,9.8,10.0,91,101.33333333333333
92,2,0,10,9.8,10.0,92,130.0
93,2,0,10,9.8,10.0,93,58.333333333333336
94,2,0,10,9.8,10.0,94,95.33333333333333
95,2,0,10,9.8,10.0,95,75.0
96,2,0,10,9.8,10.0,96,96.0
97,2,0,10,9.8,10.0,97,86.0
98,2,0,10,9.8,10.0,98,103.0
99,2,0,10,9.8,10.0,99,77.33333333333333
100,2,0,10,9.8,10.0,100,110.33333333333333
101,2,0,10,9.8,10.0,101,81.0
102,2,0,10,9.8,10.0,102,97.33333333333333
103,2,0,10,9.8,10.0,103,86.66666666666667
104,2,0,10,9.8,10.0,104,130.0
105,2,0,10,9.8,10.0,105,69.0
106,2,0,10,9.8,10.0,106,92.66666666666667
107,2,0,10,9.8,10.0,107,80.66666666666667
108,2,0,10,9.8,10.0,108,57.333333333333336
109,2,0,10,9.8,10.0,109,125.33333333333333
110,2,0,10,9.8,10.0,110,86.33333333333333
111,2,0,10,9.8,10.0,111,91.33333333333333
112,2,0,10,9.8,10.0,112,98.0
113,2,0,10,9.8,10.0,113,141.0
114,2,0,10,9.8,10.0,114,99.33333333333333
115,2,0,10,9.8,10.0,115,64.33333333333333
116,2,0,10,9.8,10.0,116,75.0
117,2,0,10,9.8,10.0,117,59.666666666666664
118,2,0,10,9.8,10.0,118,56.333333333333336
119,2,0,10,9.8,10.0,119,50.333333333333336
120,2,0,10,9.8,10.0,120,74.66666666666667
121,2,0,10,9.8,10.0,121,67.33333333333333
122,2,0,10,9.8,10.0,122,87.66666666666667
123,2,0,10,9.8,10.0,123,51.333333333333336
124,2,0,10,9.8,10.0,124,55.666666666666664
125,2,0,10,9.8,10.0,125,88.33333333333333
126,2,0,10,9.8,10.0,126,48.0
127,2,0,10,9.8,10.0,127,64.0
128,2,0,10,9.8,10.0,128,55.666666666666664
129,2,0,10,9.8,10.0,129,55.0
130,2,0,10,9.8,10.0,130,77.66666666666667
131,2,0,10,9.8,10.0,131,69.33333333333333
132,2,0,10,9.8,10.0,132,54.0
133,2,0,10,9.8,10.0,133,65.33333333333333
134,2,0,10,9.8,10.0,134,46.333333333333336
135,2,0,10,9.8,10.0,135,56.0
136,2,0,10,9.8,10.0,136,57.666666666666664
137,2,0,10,9.8,10.0,137,47.0
138,2,0,10,9.8,10.0,138,71.66666666666667
139,2,0,10,9.8,10.0,139,46.333333333333336
140,2,0,10,9.8,10.0,140,58.0
141,2,0,10,9.8,10.0,141,58.0
142,2,0,10,9.8,10.0,142,67.33333333333333
143,2,0,10,9.8,10.0,143,54.333333333333336
144,2,0,10,9.8,10.0,144,63.666666666666664
145,2,0,10,9.8,10.0,145,57.333333333333336
146,2,0,10,9.8,10.0,146,49.0
147,2,0,10,9.8,10.0,147,63.0
148,2,0,10,9.8,10.0,148,64.33333333333333
149,2,0,10,9.8,10.0,149,44.333333333333336
150,2,0,10,9.8,10.0,150,53.0
151,2,0,10,9.8,10.0,151,48.666666666666664
152,2,0,10,9.8,10.0,152,44.666666666666664
153,2,0,10,9.8,10.0,153,51.0
154,2,0,10,9.8,10.0,154,60.666666666666664
155,2,0,10,9.8,10.0,155,48.666666666666664
156,2,0,10,9.8,10.0,156,54.0
157,2,0,10,9.8,10.0,157,50.666666666666664
158,2,0,10,9.8,10.0,158,59.333333333333336
159,2,0,10,9.8,10.0,159,63.666666666666664
160,2,0,10,9.8,10.0,160,53.333333333333336
161,2,0,10,9.8,10.0,161,50.333333333333336
162,2,0,10,9.8,10.0,162,53.0
163,2,0,10,9.8,10.0,163,53.666666666666664
164,2,0,10,9.8,10.0,164,52.333333333333336
