,Task#,Seed,Gravity,Length,Force_mag,Episode,Score
123,0,0,1,9.8,10.0,123,26.9
124,0,0,1,9.8,10.0,124,23.5
125,0,0,1,9.8,10.0,125,24.9
126,0,0,1,9.8,10.0,126,26.7
127,0,0,1,9.8,10.0,127,20.1
128,0,0,1,9.8,10.0,128,18.2
129,0,0,1,9.8,10.0,129,19.7
130,0,0,1,9.8,10.0,130,20.6
131,0,0,1,9.8,10.0,131,28.5
132,0,0,1,9.8,10.0,132,36.7
133,0,0,1,9.8,10.0,133,34.1
134,0,0,1,9.8,10.0,134,46.2
135,0,0,1,9.8,10.0,135,30.0
136,0,0,1,9.8,10.0,136,41.0
137,0,0,1,9.8,10.0,137,39.0
138,0,0,1,9.8,10.0,138,31.1
139,0,0,1,9.8,10.0,139,30.3
140,0,0,1,9.8,10.0,140,19.1
141,0,0,1,9.8,10.0,141,22.6
142,0,0,1,9.8,10.0,142,24.6
143,0,0,1,9.8,10.0,143,24.2
144,0,0,1,9.8,10.0,144,30.2
145,0,0,1,9.8,10.0,145,29.1
146,0,0,1,9.8,10.0,146,26.1
147,0,0,1,9.8,10.0,147,30.9
148,0,0,1,9.8,10.0,148,27.8
149,0,0,1,9.8,10.0,149,30.6
150,0,0,1,9.8,10.0,150,36.8
151,0,0,1,9.8,10.0,151,52.5
152,0,0,1,9.8,10.0,152,49.4
153,0,0,1,9.8,10.0,153,56.9
154,0,0,1,9.8,10.0,154,46.7
155,0,0,1,9.8,10.0,155,46.3
156,0,0,1,9.8,10.0,156,30.8
157,0,0,1,9.8,10.0,157,31.1
158,0,0,1,9.8,10.0,158,34.2
159,0,0,1,9.8,10.0,159,44.1
160,0,0,1,9.8,10.0,160,48.1
161,0,0,1,9.8,10.0,161,44.1
162,0,0,1,9.8,10.0,162,56.6
163,0,0,1,9.8,10.0,163,62.9
164,0,0,1,9.8,10.0,164,66.0
165,0,0,1,9.8,10.0,165,62.5
166,0,0,1,9.8,10.0,166,70.3
167,0,0,1,9.8,10.0,167,60.3
168,0,0,1,9.8,10.0,168,71.4
169,0,0,1,9.8,10.0,169,65.8
170,0,0,1,9.8,10.0,170,51.5
171,0,0,1,9.8,10.0,171,42.4
172,0,0,1,9.8,10.0,172,34.1
173,0,0,1,9.8,10.0,173,48.1
174,0,0,1,9.8,10.0,174,55.1
175,0,0,1,9.8,10.0,175,71.4
176,0,0,1,9.8,10.0,176,54.4
177,0,0,1,9.8,10.0,177,59.6
178,0,0,1,9.8,10.0,178,59.4
179,0,0,1,9.8,10.0,179,56.0
180,0,0,1,9.8,10.0,180,59.6
181,0,0,1,9.8,10.0,181,71.2
182,0,0,1,9.8,10.0,182,48.6
183,0,0,1,9.8,10.0,183,42.6
184,0,0,1,9.8,10.0,184,41.1
185,0,0,1,9.8,10.0,185,46.7
186,0,0,1,9.8,10.0,186,58.6
187,0,0,1,9.8,10.0,187,73.2
188,0,0,1,9.8,10.0,188,75.0
189,0,0,1,9.8,10.0,189,61.0
190,0,0,1,9.8,10.0,190,49.3
191,0,0,1,9.8,10.0,191,48.2
192,0,0,1,9.8,10.0,192,59.2
193,0,0,1,9.8,10.0,193,87.9
194,0,0,1,9.8,10.0,194,72.3
195,0,0,1,9.8,10.0,195,85.3
196,0,0,1,9.8,10.0,196,77.7
197,0,0,1,9.8,10.0,197,80.1
198,0,0,1,9.8,10.0,198,61.0
199,0,0,1,9.8,10.0,199,88.8
0,1,0,1,1.62,10.0,0,17.0
1,1,0,1,1.62,10.0,1,17.4
2,1,0,1,1.62,10.0,2,20.5
3,1,0,1,1.62,10.0,3,17.8
4,1,0,1,1.62,10.0,4,16.6
5,1,0,1,1.62,10.0,5,23.9
6,1,0,1,1.62,10.0,6,23.0
7,1,0,1,1.62,10.0,7,28.1
8,1,0,1,1.62,10.0,8,24.9
9,1,0,1,1.62,10.0,9,35.4
10,1,0,1,1.62,10.0,10,26.0
11,1,0,1,1.62,10.0,11,25.7
12,1,0,1,1.62,10.0,12,25.3
13,1,0,1,1.62,10.0,13,22.7
14,1,0,1,1.62,10.0,14,26.9
15,1,0,1,1.62,10.0,15,23.2
16,1,0,1,1.62,10.0,16,23.7
17,1,0,1,1.62,10.0,17,26.3
18,1,0,1,1.62,10.0,18,20.7
19,1,0,1,1.62,10.0,19,23.5
20,1,0,1,1.62,10.0,20,25.8
21,1,0,1,1.62,10.0,21,24.3
22,1,0,1,1.62,10.0,22,20.2
23,1,0,1,1.62,10.0,23,19.7
24,1,0,1,1.62,10.0,24,20.6
25,1,0,1,1.62,10.0,25,21.2
26,1,0,1,1.62,10.0,26,22.6
27,1,0,1,1.62,10.0,27,21.5
28,1,0,1,1.62,10.0,28,19.2
29,1,0,1,1.62,10.0,29,20.2
30,1,0,1,1.62,10.0,30,23.8
31,1,0,1,1.62,10.0,31,17.9
32,1,0,1,1.62,10.0,32,21.8
33,1,0,1,1.62,10.0,33,18.6
34,1,0,1,1.62,10.0,34,20.9
35,1,0,1,1.62,10.0,35,20.7
36,1,0,1,1.62,10.0,36,24.3
37,1,0,1,1.62,10.0,37,21.9
38,1,0,1,1.62,10.0,38,20.6
39,1,0,1,1.62,10.0,39,17.7
40,1,0,1,1.62,10.0,40,24.2
41,1,0,1,1.62,10.0,41,19.9
42,1,0,1,1.62,10.0,42,27.2
43,1,0,1,1.62,10.0,43,18.2
44,1,0,1,1.62,10.0,44,25.2
45,1,0,1,1.62,10.0,45,19.5
46,1,0,1,1.62,10.0,46,21.7
47,1,0,1,1.62,10.0,47,22.1
48,1,0,1,1.62,10.0,48,19.6
49,1,0,1,1.62,10.0,49,20.7
50,1,0,1,1.62,10.0,50,26.7
51,1,0,1,1.62,10.0,51,20.4
52,1,0,1,1.62,10.0,52,18.7
53,1,0,1,1.62,10.0,53,19.2
54,1,0,1,1.62,10.0,54,17.9
55,1,0,1,1.62,10.0,55,20.5
56,1,0,1,1.62,10.0,56,21.5
57,1,0,1,1.62,10.0,57,18.9
58,1,0,1,1.62,10.0,58,17.5
59,1,0,1,1.62,10.0,59,20.0
60,1,0,1,1.62,10.0,60,20.8
61,1,0,1,1.62,10.0,61,24.0
62,1,0,1,1.62,10.0,62,22.9
63,1,0,1,1.62,10.0,63,19.5
64,1,0,1,1.62,10.0,64,20.0
65,1,0,1,1.62,10.0,65,18.3
66,1,0,1,1.62,10.0,66,17.8
67,1,0,1,1.62,10.0,67,23.8
68,1,0,1,1.62,10.0,68,20.6
69,1,0,1,1.62,10.0,69,20.9
70,1,0,1,1.62,10.0,70,19.1
71,1,0,1,1.62,10.0,71,22.7
72,1,0,1,1.62,10.0,72,23.9
73,1,0,1,1.62,10.0,73,18.0
74,1,0,1,1.62,10.0,74,19.7
75,1,0,1,1.62,10.0,75,16.6
76,1,0,1,1.62,10.0,76,21.3
77,1,0,1,1.62,10.0,77,26.8
78,1,0,1,1.62,10.0,78,23.7
79,1,0,1,1.62,10.0,79,22.7
80,1,0,1,1.62,10.0,80,19.6
81,1,0,1,1.62,10.0,81,25.1
82,1,0,1,1.62,10.0,82,21.4
83,1,0,1,1.62,10.0,83,26.0
84,1,0,1,1.62,10.0,84,21.3
85,1,0,1,1.62,10.0,85,25.0
86,1,0,1,1.62,10.0,86,25.3
87,1,0,1,1.62,10.0,87,22.3
88,1,0,1,1.62,10.0,88,19.4
89,1,0,1,1.62,10.0,89,18.2
90,1,0,1,1.62,10.0,90,23.3
91,1,0,1,1.62,10.0,91,21.1
92,1,0,1,1.62,10.0,92,23.4
93,1,0,1,1.62,10.0,93,19.2
94,1,0,1,1.62,10.0,94,19.5
95,1,0,1,1.62,10.0,95,24.3
96,1,0,1,1.62,10.0,96,21.6
97,1,0,1,1.62,10.0,97,17.4
98,1,0,1,1.62,10.0,98,18.7
99,1,0,1,1.62,10.0,99,18.6
100,1,0,1,1.62,10.0,100,19.1
101,1,0,1,1.62,10.0,101,16.9
102,1,0,1,1.62,10.0,102,18.9
103,1,0,1,1.62,10.0,103,17.1
104,1,0,1,1.62,10.0,104,15.7
105,1,0,1,1.62,10.0,105,21.6
106,1,0,1,1.62,10.0,106,16.6
107,1,0,1,1.62,10.0,107,21.4
108,1,0,1,1.62,10.0,108,19.7
109,1,0,1,1.62,10.0,109,17.4
110,1,0,1,1.62,10.0,110,19.1
111,1,0,1,1.62,10.0,111,18.0
112,1,0,1,1.62,10.0,112,19.0
113,1,0,1,1.62,10.0,113,18.8
114,1,0,1,1.62,10.0,114,17.2
115,1,0,1,1.62,10.0,115,18.2
116,1,0,1,1.62,10.0,116,15.2
117,1,0,1,1.62,10.0,117,17.2
118,1,0,1,1.62,10.0,118,19.1
119,1,0,1,1.62,10.0,119,17.2
120,1,0,1,1.62,10.0,120,15.7
121,1,0,1,1.62,10.0,121,18.5
122,1,0,1,1.62,10.0,122,17.8
123,1,0,1,1.62,10.0,123,18.3
124,1,0,1,1.62,10.0,124,19.6
125,1,0,1,1.62,10.0,125,16.8
126,1,0,1,1.62,10.0,126,16.1
127,1,0,1,1.62,10.0,127,17.8
128,1,0,1,1.62,10.0,128,18.3
129,1,0,1,1.62,10.0,129,16.5
130,1,0,1,1.62,10.0,130,16.5
131,1,0,1,1.62,10.0,131,15.5
132,1,0,1,1.62,10.0,132,17.1
133,1,0,1,1.62,10.0,133,18.8
134,1,0,1,1.62,10.0,134,18.6
135,1,0,1,1.62,10.0,135,14.6
136,1,0,1,1.62,10.0,136,15.2
137,1,0,1,1.62,10.0,137,18.3
138,1,0,1,1.62,10.0,138,17.2
139,1,0,1,1.62,10.0,139,17.6
140,1,0,1,1.62,10.0,140,19.3
141,1,0,1,1.62,10.0,141,18.5
142,1,0,1,1.62,10.0,142,17.3
143,1,0,1,1.62,10.0,143,16.5
144,1,0,1,1.62,10.0,144,18.6
145,1,0,1,1.62,10.0,145,16.7
146,1,0,1,1.62,10.0,146,16.8
147,1,0,1,1.62,10.0,147,17.1
148,1,0,1,1.62,10.0,148,17.4
149,1,0,1,1.62,10.0,149,16.1
150,1,0,1,1.62,10.0,150,16.8
151,1,0,1,1.62,10.0,151,17.1
152,1,0,1,1.62,10.0,152,17.5
153,1,0,1,1.62,10.0,153,16.6
154,1,0,1,1.62,10.0,154,18.0
155,1,0,1,1.62,10.0,155,15.1
156,1,0,1,1.62,10.0,156,16.5
157,1,0,1,1.62,10.0,157,16.8
158,1,0,1,1.62,10.0,158,17.0
159,1,0,1,1.62,10.0,159,17.8
160,1,0,1,1.62,10.0,160,15.8
161,1,0,1,1.62,10.0,161,15.4
162,1,0,1,1.62,10.0,162,17.5
163,1,0,1,1.62,10.0,163,18.7
164,1,0,1,1.62,10.0,164,17.0
165,1,0,1,1.62,10.0,165,16.6
166,1,0,1,1.62,10.0,166,20.8
167,1,0,1,1.62,10.0,167,20.1
168,1,0,1,1.62,10.0,168,18.0
169,1,0,1,1.62,10.0,169,14.9
170,1,0,1,1.62,10.0,170,20.6
171,1,0,1,1.62,10.0,171,16.5
172,1,0,1,1.62,10.0,172,15.1
173,1,0,1,1.62,10.0,173,17.6
174,1,0,1,1.62,10.0,174,20.9
175,1,0,1,1.62,10.0,175,15.2
176,1,0,1,1.62,10.0,176,16.3
177,1,0,1,1.62,10.0,177,18.6
178,1,0,1,1.62,10.0,178,19.4
179,1,0,1,1.62,10.0,179,18.0
180,1,0,1,1.62,10.0,180,20.0
181,1,0,1,1.62,10.0,181,18.3
182,1,0,1,1.62,10.0,182,20.3
183,1,0,1,1.62,10.0,183,17.0
184,1,0,1,1.62,10.0,184,17.5
185,1,0,1,1.62,10.0,185,16.8
186,1,0,1,1.62,10.0,186,19.1
187,1,0,1,1.62,10.0,187,17.6
188,1,0,1,1.62,10.0,188,14.4
189,1,0,1,1.62,10.0,189,17.8
190,1,0,1,1.62,10.0,190,19.5
191,1,0,1,1.62,10.0,191,16.7
192,1,0,1,1.62,10.0,192,19.4
193,1,0,1,1.62,10.0,193,18.0
194,1,0,1,1.62,10.0,194,16.8
195,1,0,1,1.62,10.0,195,16.1
196,1,0,1,1.62,10.0,196,15.8
197,1,0,1,1.62,10.0,197,18.6
198,1,0,1,1.62,10.0,198,17.9
199,1,0,1,1.62,10.0,199,16.3
0,2,0,10,9.8,10.0,0,41.0
1,2,0,10,9.8,10.0,1,38.1
2,2,0,10,9.8,10.0,2,44.0
3,2,0,10,9.8,10.0,3,43.7
4,2,0,10,9.8,10.0,4,42.6
5,2,0,10,9.8,10.0,5,55.2
6,2,0,10,9.8,10.0,6,77.3
7,2,0,10,9.8,10.0,7,77.1
8,2,0,10,9.8,10.0,8,92.6
9,2,0,10,9.8,10.0,9,66.6
10,2,0,10,9.8,10.0,10,120.8
11,2,0,10,9.8,10.0,11,137.7
12,2,0,10,9.8,10.0,12,109.9
13,2,0,10,9.8,10.0,13,81.3
14,2,0,10,9.8,10.0,14,100.2
15,2,0,10,9.8,10.0,15,88.2
16,2,0,10,9.8,10.0,16,103.2
17,2,0,10,9.8,10.0,17,104.6
18,2,0,10,9.8,10.0,18,112.4
19,2,0,10,9.8,10.0,19,100.8
20,2,0,10,9.8,10.0,20,106.6
21,2,0,10,9.8,10.0,21,100.1
22,2,0,10,9.8,10.0,22,113.4
23,2,0,10,9.8,10.0,23,116.6
24,2,0,10,9.8,10.0,24,115.1
25,2,0,10,9.8,10.0,25,133.4
26,2,0,10,9.8,10.0,26,100.2
27,2,0,10,9.8,10.0,27,125.2
28,2,0,10,9.8,10.0,28,96.0
29,2,0,10,9.8,10.0,29,102.7
30,2,0,10,9.8,10.0,30,99.9
31,2,0,10,9.8,10.0,31,111.8
32,2,0,10,9.8,10.0,32,125.1
33,2,0,10,9.8,10.0,33,111.1
34,2,0,10,9.8,10.0,34,112.7
35,2,0,10,9.8,10.0,35,99.0
36,2,0,10,9.8,10.0,36,94.2
37,2,0,10,9.8,10.0,37,111.6
38,2,0,10,9.8,10.0,38,110.1
39,2,0,10,9.8,10.0,39,126.7
40,2,0,10,9.8,10.0,40,105.7
41,2,0,10,9.8,10.0,41,114.1
42,2,0,10,9.8,10.0,42,89.4
43,2,0,10,9.8,10.0,43,88.0
44,2,0,10,9.8,10.0,44,102.2
45,2,0,10,9.8,10.0,45,106.2
46,2,0,10,9.8,10.0,46,100.4
47,2,0,10,9.8,10.0,47,89.6
48,2,0,10,9.8,10.0,48,104.2
49,2,0,10,9.8,10.0,49,97.7
50,2,0,10,9.8,10.0,50,73.8
51,2,0,10,9.8,10.0,51,71.0
52,2,0,10,9.8,10.0,52,67.6
53,2,0,10,9.8,10.0,53,54.3
54,2,0,10,9.8,10.0,54,78.6
55,2,0,10,9.8,10.0,55,65.0
56,2,0,10,9.8,10.0,56,71.5
57,2,0,10,9.8,10.0,57,66.8
58,2,0,10,9.8,10.0,58,56.3
59,2,0,10,9.8,10.0,59,53.4
60,2,0,10,9.8,10.0,60,53.9
61,2,0,10,9.8,10.0,61,77.9
62,2,0,10,9.8,10.0,62,76.7
63,2,0,10,9.8,10.0,63,90.6
64,2,0,10,9.8,10.0,64,82.9
65,2,0,10,9.8,10.0,65,66.4
66,2,0,10,9.8,10.0,66,68.0
67,2,0,10,9.8,10.0,67,80.4
68,2,0,10,9.8,10.0,68,84.2
69,2,0,10,9.8,10.0,69,71.5
70,2,0,10,9.8,10.0,70,86.2
71,2,0,10,9.8,10.0,71,71.6
72,2,0,10,9.8,10.0,72,75.8
73,2,0,10,9.8,10.0,73,64.3
74,2,0,10,9.8,10.0,74,75.7
75,2,0,10,9.8,10.0,75,77.4
76,2,0,10,9.8,10.0,76,73.2
77,2,0,10,9.8,10.0,77,98.4
78,2,0,10,9.8,10.0,78,96.6
79,2,0,10,9.8,10.0,79,74.3
80,2,0,10,9.8,10.0,80,93.6
81,2,0,10,9.8,10.0,81,87.8
82,2,0,10,9.8,10.0,82,84.4
83,2,0,10,9.8,10.0,83,102.8
84,2,0,10,9.8,10.0,84,90.4
85,2,0,10,9.8,10.0,85,85.1
86,2,0,10,9.8,10.0,86,92.7
87,2,0,10,9.8,10.0,87,101.2
88,2,0,10,9.8,10.0,88,78.1
89,2,0,10,9.8,10.0,89,85.8
90,2,0,10,9.8,10.0,90,73.6
91,2,0,10,9.8,10.0,91,73.4
92,2,0,10,9.8,10.0,92,60.2
93,2,0,10,9.8,10.0,93,51.2
94,2,0,10,9.8,10.0,94,57.5
95,2,0,10,9.8,10.0,95,53.9
96,2,0,10,9.8,10.0,96,43.7
97,2,0,10,9.8,10.0,97,42.1
98,2,0,10,9.8,10.0,98,35.9
99,2,0,10,9.8,10.0,99,39.7
100,2,0,10,9.8,10.0,100,39.6
101,2,0,10,9.8,10.0,101,39.6
102,2,0,10,9.8,10.0,102,50.3
103,2,0,10,9.8,10.0,103,63.1
104,2,0,10,9.8,10.0,104,45.9
105,2,0,10,9.8,10.0,105,49.4
106,2,0,10,9.8,10.0,106,58.5
107,2,0,10,9.8,10.0,107,54.9
108,2,0,10,9.8,10.0,108,52.8
109,2,0,10,9.8,10.0,109,70.7
110,2,0,10,9.8,10.0,110,69.5
111,2,0,10,9.8,10.0,111,73.3
112,2,0,10,9.8,10.0,112,66.8
113,2,0,10,9.8,10.0,113,71.0
114,2,0,10,9.8,10.0,114,62.7
115,2,0,10,9.8,10.0,115,63.4
116,2,0,10,9.8,10.0,116,59.5
117,2,0,10,9.8,10.0,117,55.7
118,2,0,10,9.8,10.0,118,60.3
119,2,0,10,9.8,10.0,119,57.6
120,2,0,10,9.8,10.0,120,47.9
121,2,0,10,9.8,10.0,121,54.2
122,2,0,10,9.8,10.0,122,57.5
123,2,0,10,9.8,10.0,123,66.9
124,2,0,10,9.8,10.0,124,52.3
125,2,0,10,9.8,10.0,125,59.3
126,2,0,10,9.8,10.0,126,57.6
127,2,0,10,9.8,10.0,127,77.0
128,2,0,10,9.8,10.0,128,68.7
129,2,0,10,9.8,10.0,129,54.5
130,2,0,10,9.8,10.0,130,71.3
131,2,0,10,9.8,10.0,131,62.4
132,2,0,10,9.8,10.0,132,60.0
133,2,0,10,9.8,10.0,133,64.2
134,2,0,10,9.8,10.0,134,68.6
135,2,0,10,9.8,10.0,135,65.0
136,2,0,10,9.8,10.0,136,66.1
137,2,0,10,9.8,10.0,137,58.2
138,2,0,10,9.8,10.0,138,61.0
139,2,0,10,9.8,10.0,139,47.7
140,2,0,10,9.8,10.0,140,45.7
141,2,0,10,9.8,10.0,141,40.2
142,2,0,10,9.8,10.0,142,47.0
143,2,0,10,9.8,10.0,143,52.6
144,2,0,10,9.8,10.0,144,51.8
145,2,0,10,9.8,10.0,145,42.5
146,2,0,10,9.8,10.0,146,44.0
147,2,0,10,9.8,10.0,147,48.8
148,2,0,10,9.8,10.0,148,43.6
149,2,0,10,9.8,10.0,149,45.5
150,2,0,10,9.8,10.0,150,46.0
151,2,0,10,9.8,10.0,151,45.4
152,2,0,10,9.8,10.0,152,43.5
153,2,0,10,9.8,10.0,153,38.8
154,2,0,10,9.8,10.0,154,39.9
155,2,0,10,9.8,10.0,155,43.2
156,2,0,10,9.8,10.0,156,46.8
157,2,0,10,9.8,10.0,157,54.1
158,2,0,10,9.8,10.0,158,40.7
159,2,0,10,9.8,10.0,159,45.6
160,2,0,10,9.8,10.0,160,43.4
161,2,0,10,9.8,10.0,161,42.3
162,2,0,10,9.8,10.0,162,39.9
163,2,0,10,9.8,10.0,163,40.5
164,2,0,10,9.8,10.0,164,45.2
165,2,0,10,9.8,10.0,165,53.1
166,2,0,10,9.8,10.0,166,42.7
167,2,0,10,9.8,10.0,167,50.5
168,2,0,10,9.8,10.0,168,58.6
169,2,0,10,9.8,10.0,169,56.9
170,2,0,10,9.8,10.0,170,64.0
171,2,0,10,9.8,10.0,171,61.2
172,2,0,10,9.8,10.0,172,74.3
173,2,0,10,9.8,10.0,173,68.4
174,2,0,10,9.8,10.0,174,66.1
175,2,0,10,9.8,10.0,175,70.2
176,2,0,10,9.8,10.0,176,74.5
177,2,0,10,9.8,10.0,177,65.9
178,2,0,10,9.8,10.0,178,69.4
179,2,0,10,9.8,10.0,179,72.4
180,2,0,10,9.8,10.0,180,77.0
181,2,0,10,9.8,10.0,181,63.9
182,2,0,10,9.8,10.0,182,46.8
183,2,0,10,9.8,10.0,183,38.4
184,2,0,10,9.8,10.0,184,43.0
185,2,0,10,9.8,10.0,185,40.8
186,2,0,10,9.8,10.0,186,39.1
187,2,0,10,9.8,10.0,187,41.0
188,2,0,10,9.8,10.0,188,39.2
189,2,0,10,9.8,10.0,189,44.1
190,2,0,10,9.8,10.0,190,37.0
191,2,0,10,9.8,10.0,191,36.3
192,2,0,10,9.8,10.0,192,38.0
193,2,0,10,9.8,10.0,193,38.2
194,2,0,10,9.8,10.0,194,36.0
195,2,0,10,9.8,10.0,195,37.1
196,2,0,10,9.8,10.0,196,43.7
197,2,0,10,9.8,10.0,197,46.6
198,2,0,10,9.8,10.0,198,39.5
199,2,0,10,9.8,10.0,199,38.6
0,3,0,10,1.62,10.0,0,73.9
1,3,0,10,1.62,10.0,1,49.3
2,3,0,10,1.62,10.0,2,38.9
3,3,0,10,1.62,10.0,3,37.8
4,3,0,10,1.62,10.0,4,37.7
5,3,0,10,1.62,10.0,5,35.9
6,3,0,10,1.62,10.0,6,40.6
7,3,0,10,1.62,10.0,7,39.5
8,3,0,10,1.62,10.0,8,50.6
9,3,0,10,1.62,10.0,9,50.7
10,3,0,10,1.62,10.0,10,53.9
11,3,0,10,1.62,10.0,11,54.8
12,3,0,10,1.62,10.0,12,57.3
13,3,0,10,1.62,10.0,13,72.6
14,3,0,10,1.62,10.0,14,78.0
15,3,0,10,1.62,10.0,15,73.2
16,3,0,10,1.62,10.0,16,74.0
17,3,0,10,1.62,10.0,17,77.2
18,3,0,10,1.62,10.0,18,76.5
19,3,0,10,1.62,10.0,19,74.1
20,3,0,10,1.62,10.0,20,70.6
21,3,0,10,1.62,10.0,21,69.0
22,3,0,10,1.62,10.0,22,73.6
23,3,0,10,1.62,10.0,23,81.2
24,3,0,10,1.62,10.0,24,74.5
25,3,0,10,1.62,10.0,25,80.6
26,3,0,10,1.62,10.0,26,75.9
27,3,0,10,1.62,10.0,27,76.7
28,3,0,10,1.62,10.0,28,72.8
29,3,0,10,1.62,10.0,29,87.2
30,3,0,10,1.62,10.0,30,86.9
31,3,0,10,1.62,10.0,31,86.0
32,3,0,10,1.62,10.0,32,93.1
